Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers
Caco-2232,CHEMBL1945163,44199417,"2,6-difluoro-N-(1H-imidazo[4,5-b]pyridin-6-yl)-3-(propylsulfonylamino)benzamide  ",CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,"InChI=1S/C16H15F2N5O3S/c1-2-5-27(25,26)23-11-4-3-10(17)13(14(11)18)16(24)22-9-6-12-15(19-7-9)21-8-20-12/h3-4,6-8,23H,2,5H2,1H3,(H,22,24)(H,19,20,21)",CWDHWLRBSAIDBH-UHFFFAOYSA-N,?,CHEMBL1945163,"",CCCS(=O)(=O)NC1=CC=C(F)C(=C1F)C(=O)NC1=CC2N=CNC=2N=C1,"InChI=1S/C16H15F2N5O3S/c1-2-5-27(2526)23-11-4-3-10(17)13(14(11)18)16(24)22-9-6-12-15(19-7-9)21-8-20-12/h3-46-823H25H21H3(H2224)(H192021)",CWDHWLRBSAIDBH-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2239,CHEMBL2151821,136041847,"N-(4-fluorophenyl)-2-(4-morpholin-4-yl-6-oxo-1H-pyrimidin-2-yl)acetamide  ",Fc1ccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)cc1,"InChI=1S/C16H17FN4O3/c17-11-1-3-12(4-2-11)18-15(22)9-13-19-14(10-16(23)20-13)21-5-7-24-8-6-21/h1-4,10H,5-9H2,(H,18,22)(H,19,20,23)",NPAUEGMLUVJJFP-UHFFFAOYSA-N,?,CHEMBL2151821,"",O=C(CC1NC(=O)C=C(N=1)N1CCOCC1)NC1C=CC(F)=CC=1,"InChI=1S/C16H17FN4O3/c17-11-1-3-12(4-2-11)18-15(22)9-13-19-14(10-16(23)20-13)21-5-7-24-8-6-21/h1-410H5-9H2(H1822)(H192023)",NPAUEGMLUVJJFP-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2257,CHEMBL3145279,25098412,"5-methyl-3-oxo-2-pyridin-2-yl-N-[4-(trifluoromethyl)phenyl]-1H-pyrazole-4-carboxamide  ",CC1=C(C(=O)Nc2ccc(cc2)C(F)(F)F)C(=O)N(N1)c3ccccn3,"InChI=1S/C17H13F3N4O2/c1-10-14(16(26)24(23-10)13-4-2-3-9-21-13)15(25)22-12-7-5-11(6-8-12)17(18,19)20/h2-9,23H,1H3,(H,22,25)",KZLLIWPFOFZCCV-UHFFFAOYSA-N,?,CHEMBL3145279,"",CC1=NN(C2C=CC=CN=2)C(=O)C1C(=O)NC1C=CC(=CC=1)C(F)(F)F,"InChI=1S/C17H13F3N4O2/c1-10-14(16(26)24(23-10)13-4-2-3-9-21-13)15(25)22-12-7-5-11(6-8-12)17(1819)20/h2-914H1H3(H2225)",DNBJGORQMGJCSY-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,0
Caco-2259,CHEMBL3290767,90644462,"4-[[1-(5-chloro-1-methylpyrazole-4-carbonyl)piperidin-4-yl]amino]-6-fluoro-1H-quinolin-2-one  ",Cn1ncc(C(=O)N2CCC(CC2)NC3=CC(=O)Nc4ccc(F)cc34)c1Cl,"InChI=1S/C19H19ClFN5O2/c1-25-18(20)14(10-22-25)19(28)26-6-4-12(5-7-26)23-16-9-17(27)24-15-3-2-11(21)8-13(15)16/h2-3,8-10,12H,4-7H2,1H3,(H2,23,24,27)",OVCWYLSZCSCZNM-UHFFFAOYSA-N,?,1613288-82-6,"",CN1N=CC(C(=O)N2CCC(CC2)N=C2CC(=O)NC3C=CC(F)=CC=32)=C1Cl,"InChI=1S/C19H19ClFN5O2/c1-25-18(20)14(10-22-25)19(28)26-6-4-12(5-7-26)23-16-9-17(27)24-15-3-2-11(21)8-13(15)16/h2-381012H4-79H21H3(H2427)",UOZNOWTUQMIQRK-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2241,CHEMBL2181097,44825310,"4-[4-[(2-oxo-1,3-dihydroindol-5-yl)sulfonyl]piperazin-1-yl]benzoic acid ",OC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)Cc4c3,"InChI=1S/C19H19N3O5S/c23-18-12-14-11-16(5-6-17(14)20-18)28(26,27)22-9-7-21(8-10-22)15-3-1-13(2-4-15)19(24)25/h1-6,11H,7-10,12H2,(H,20,23)(H,24,25)",NRZVUWFRIGMPJL-UHFFFAOYSA-N,?,CHEMBL2181097,"",OC(=O)C1C=CC(=CC=1)N1CCN(CC1)S(=O)(=O)C1C=C2CC(=O)NC2=CC=1,"InChI=1S/C19H19N3O5S/c23-18-12-14-11-16(5-6-17(14)20-18)28(2627)22-9-7-21(8-10-22)15-3-1-13(2-4-15)19(24)25/h1-611H7-1012H2(H2023)(H2425)",NRZVUWFRIGMPJL-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2256,CHEMBL3112852,136041834,"2-[2-(4-methoxy-2,3-dihydroindol-1-yl)-2-oxoethyl]-4-morpholin-4-yl-1H-pyrimidin-6-one  ",COc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,"InChI=1S/C19H22N4O4/c1-26-15-4-2-3-14-13(15)5-6-23(14)19(25)11-16-20-17(12-18(24)21-16)22-7-9-27-10-8-22/h2-4,12H,5-11H2,1H3,(H,20,21,24)",BIXKKBQECSTCMN-UHFFFAOYSA-N,?,CHEMBL3112852,"",COC1=CC=CC2=C1CCN2C(=O)CC1NC(=O)C=C(N=1)N1CCOCC1,"InChI=1S/C19H22N4O4/c1-26-15-4-2-3-14-13(15)5-6-23(14)19(25)11-16-20-17(12-18(24)21-16)22-7-9-27-10-8-22/h2-412H5-11H21H3(H202124)",BIXKKBQECSTCMN-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2272,CHEMBL457931,25168440,"5-(3-benzylpyrrolidin-3-yl)-1H-indole-2-carboxamide  ",NC(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3,"InChI=1S/C20H21N3O/c21-19(24)18-11-15-10-16(6-7-17(15)23-18)20(8-9-22-13-20)12-14-4-2-1-3-5-14/h1-7,10-11,22-23H,8-9,12-13H2,(H2,21,24)",CRTQNTKRJCYBET-UHFFFAOYSA-N,?,CHEMBL457931,"",NC(=O)C1=CC2=CC(=CC=C2N1)C1(CC2C=CC=CC=2)CNCC1,"InChI=1S/C20H21N3O/c21-19(24)18-11-15-10-16(6-7-17(15)23-18)20(8-9-22-13-20)12-14-4-2-1-3-5-14/h1-710-1122-23H8-912-13H2(H22124)",CRTQNTKRJCYBET-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2254,CHEMBL258225,11751278,"N-[2-[carbamimidoyl(methyl)amino]oxyethyl]-2-[6-cyano-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-2-fluorophenyl]acetamide  ",CN(OCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccn2)ccc1C#N)C(=N)N,"InChI=1S/C20H22F3N7O2/c1-30(19(25)26)32-9-8-28-17(31)10-14-13(11-24)5-6-15(18(14)21)29-12-20(22,23)16-4-2-3-7-27-16/h2-7,29H,8-10,12H2,1H3,(H3,25,26)(H,28,31)",PHNFOCOXXDNXLI-UHFFFAOYSA-N,?,CHEMBL258225,"",CN(OCCNC(=O)CC1C(=CC=C(NCC(F)(F)C2=CC=CC=N2)C=1F)C#N)C(N)=N,"InChI=1S/C20H22F3N7O2/c1-30(19(25)26)32-9-8-28-17(31)10-14-13(11-24)5-6-15(18(14)21)29-12-20(2223)16-4-2-3-7-27-16/h2-729H8-1012H21H3(H32526)(H2831)",PHNFOCOXXDNXLI-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2236,CHEMBL1957472,24871744,"3,3-difluoro-8-pyridin-4-yl-8-(3-pyrimidin-5-ylphenyl)-2,4-dihydroimidazo[1,5-a]pyrimidin-6-amine  ",NC1=NC(C2=NCC(F)(F)CN12)(c3ccncc3)c4cccc(c4)c5cncnc5,"InChI=1S/C21H17F2N7/c22-20(23)11-28-18-21(16-4-6-25-7-5-16,29-19(24)30(18)12-20)17-3-1-2-14(8-17)15-9-26-13-27-10-15/h1-10,13H,11-12H2,(H2,24,29)",SBEZWYLMOCADFN-UHFFFAOYSA-N,?,CHEMBL1957472,"",NC1=NC(C2=NCC(F)(F)CN21)(C1C=C(C=CC=1)C1C=NC=NC=1)C1C=CN=CC=1,"InChI=1S/C21H17F2N7/c22-20(23)11-28-18-21(16-4-6-25-7-5-1629-19(24)30(18)12-20)17-3-1-2-14(8-17)15-9-26-13-27-10-15/h1-1013H11-12H2(H22429)",SBEZWYLMOCADFN-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2251,CHEMBL2402245,11684912,"ethyl 6-[4-(benzenesulfonylcarbamoyl)piperazin-1-yl]-5-cyano-2-(trifluoromethyl)pyridine-3-carboxylate ",CCOC(=O)c1cc(C#N)c(nc1C(F)(F)F)N2CCN(CC2)C(=O)NS(=O)(=O)c3ccccc3,"InChI=1S/C21H20F3N5O5S/c1-2-34-19(30)16-12-14(13-25)18(26-17(16)21(22,23)24)28-8-10-29(11-9-28)20(31)27-35(32,33)15-6-4-3-5-7-15/h3-7,12H,2,8-11H2,1H3,(H,27,31)",RVOZZBFXTUFWAQ-UHFFFAOYSA-N,?,CHEMBL2402245,"",CCOC(=O)C1=CC(C#N)=C(N=C1C(F)(F)F)N1CCN(CC1)C(=O)NS(=O)(=O)C1C=CC=CC=1,"InChI=1S/C21H20F3N5O5S/c1-2-34-19(30)16-12-14(13-25)18(26-17(16)21(2223)24)28-8-10-29(11-9-28)20(31)27-35(3233)15-6-4-3-5-7-15/h3-712H28-11H21H3(H2731)",RVOZZBFXTUFWAQ-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2252,CHEMBL2419487,69224555,"ethyl 5-cyano-2-methyl-6-[3-[(4-methylphenyl)methylsulfonylcarbamoyl]azetidin-1-yl]pyridine-3-carboxylate ",CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)C(=O)NS(=O)(=O)Cc3ccc(C)cc3,"InChI=1S/C22H24N4O5S/c1-4-31-22(28)19-9-17(10-23)20(24-15(19)3)26-11-18(12-26)21(27)25-32(29,30)13-16-7-5-14(2)6-8-16/h5-9,18H,4,11-13H2,1-3H3,(H,25,27)",FIXSKMNOWATHBV-UHFFFAOYSA-N,?,CHEMBL2419487,"",CCOC(=O)C1=CC(C#N)=C(N=C1C)N1CC(C1)C(=O)NS(=O)(=O)CC1C=CC(C)=CC=1,"InChI=1S/C22H24N4O5S/c1-4-31-22(28)19-9-17(10-23)20(24-15(19)3)26-11-18(12-26)21(27)25-32(2930)13-16-7-5-14(2)6-8-16/h5-918H411-13H21-3H3(H2527)",FIXSKMNOWATHBV-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2274,CHEMBL497361,135923002,"N-[3-[1-(3,3-dimethylbutyl)-4-hydroxy-4a-methyl-2-oxo-6,7-dihydro-5H-pyrrolo[1,2-b]pyridazin-3-yl]-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazin-7-yl]methanesulfonamide  ",CC(C)(C)CCN1N2CCCC2(C)C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,"InChI=1S/C22H31N5O6S2/c1-21(2,3)10-12-26-20(29)17(18(28)22(4)9-6-11-27(22)26)19-23-15-8-7-14(24-34(5,30)31)13-16(15)35(32,33)25-19/h7-8,13,24,28H,6,9-12H2,1-5H3,(H,23,25)",ACOGLHDMMGUBOE-UHFFFAOYSA-N,?,CHEMBL497361,"",CS(=O)(=O)NC1C=C2C(=CC=1)NC(=NS2(=O)=O)C1C(=O)N(CCC(C)(C)C)N2CCCC2(C)C1=O,"InChI=1S/C22H31N5O6S2/c1-21(23)10-12-26-20(29)17(18(28)22(4)9-6-11-27(22)26)19-23-15-8-7-14(24-34(530)31)13-16(15)35(3233)25-19/h7-8131724H69-12H21-5H3(H2325)",NWVYWGIBTQILDC-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2260,CHEMBL3298891,72696916,"N-[(1S)-2-amino-1-phenylethyl]-2-[(4S)-7-(3-fluorophenyl)-1-oxo-3,4-dihydro-2H-pyrrolo[1,2-a]pyrazin-4-yl]acetamide  ",NC[C@@H](NC(=O)C[C@H]1CNC(=O)c2cc(cn12)c3cccc(F)c3)c4ccccc4,"InChI=1S/C23H23FN4O2/c24-18-8-4-7-16(9-18)17-10-21-23(30)26-13-19(28(21)14-17)11-22(29)27-20(12-25)15-5-2-1-3-6-15/h1-10,14,19-20H,11-13,25H2,(H,26,30)(H,27,29)/t19-,20+/m0/s1",FRTFBLDBKLPEEG-VQTJNVASSA-N,?,CHEMBL3298891,"",NCC(NC(=O)CC1CNC(=O)C2=CC(=CN21)C1C=C(F)C=CC=1)C1C=CC=CC=1,"InChI=1S/C23H23FN4O2/c24-18-8-4-7-16(9-18)17-10-21-23(30)26-13-19(28(21)14-17)11-22(29)27-20(12-25)15-5-2-1-3-6-15/h1-101419-20H11-1325H2(H2630)(H2729)",FRTFBLDBKLPEEG-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2273,CHEMBL497206,54735542,"3-(1,1-dioxo-4H-1lambda6,4-benzothiazin-3-yl)-6-fluoro-1-[(4-fluorophenyl)methyl]-4-hydroxyquinolin-2-one  ",OC1=C(C2=CS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccc(F)cc4)c5ccc(F)cc15,"InChI=1S/C24H16F2N2O4S/c25-15-7-5-14(6-8-15)12-28-20-10-9-16(26)11-17(20)23(29)22(24(28)30)19-13-33(31,32)21-4-2-1-3-18(21)27-19/h1-11,13,27,29H,12H2",WDQVVFOANIFZAU-UHFFFAOYSA-N,?,CHEMBL497206,"",O=C1C(C2CS(=O)(=O)C3C=CC=CC=3N=2)C(=O)C2C=C(F)C=CC=2N1CC1C=CC(F)=CC=1,"InChI=1S/C24H16F2N2O4S/c25-15-7-5-14(6-8-15)12-28-20-10-9-16(26)11-17(20)23(29)22(24(28)30)19-13-33(3132)21-4-2-1-3-18(21)27-19/h1-1122H12-13H2",UBJNKWQQNDOZIS-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2278,CHEMBL605360,44819193,"N-[[3-[[4-(hydroxymethyl)phenyl]carbamoyl]phenyl]methyl]-3,4-dimethoxybenzamide  ",COc1ccc(cc1OC)C(=O)NCc2cccc(c2)C(=O)Nc3ccc(CO)cc3,"InChI=1S/C24H24N2O5/c1-30-21-11-8-19(13-22(21)31-2)23(28)25-14-17-4-3-5-18(12-17)24(29)26-20-9-6-16(15-27)7-10-20/h3-13,27H,14-15H2,1-2H3,(H,25,28)(H,26,29)",OKHVXBABEFQOCR-UHFFFAOYSA-N,?,CHEMBL605360,"",COC1=CC=C(C=C1OC)C(=O)NCC1C=C(C=CC=1)C(=O)NC1C=CC(CO)=CC=1,"InChI=1S/C24H24N2O5/c1-30-21-11-8-19(13-22(21)31-2)23(28)25-14-17-4-3-5-18(12-17)24(29)26-20-9-6-16(15-27)7-10-20/h3-1327H14-15H21-2H3(H2528)(H2629)",OKHVXBABEFQOCR-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2255,CHEMBL3104390,24984128,"N-benzyl-4-methyl-2-[2-oxo-4-(2-phenylethyl)pyridin-1-yl]-1,3-thiazole-5-carboxamide  ",Cc1nc(sc1C(=O)NCc2ccccc2)N3C=CC(=CC3=O)CCc4ccccc4,"InChI=1S/C25H23N3O2S/c1-18-23(24(30)26-17-21-10-6-3-7-11-21)31-25(27-18)28-15-14-20(16-22(28)29)13-12-19-8-4-2-5-9-19/h2-11,14-16H,12-13,17H2,1H3,(H,26,30)",GSPSPIYEHKAXTG-UHFFFAOYSA-N,?,CHEMBL3104390,"",CC1N=C(SC=1C(=O)NCC1C=CC=CC=1)N1C=CC(CCC2C=CC=CC=2)=CC1=O,"InChI=1S/C25H23N3O2S/c1-18-23(24(30)26-17-21-10-6-3-7-11-21)31-25(27-18)28-15-14-20(16-22(28)29)13-12-19-8-4-2-5-9-19/h2-1114-16H12-1317H21H3(H2630)",GSPSPIYEHKAXTG-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2234,CHEMBL1951440,57395275,"5-but-2-ynyl-6-(1,4-diazepan-1-yl)-4-oxo-3-(quinazolin-2-ylmethyl)pyrrolo[3,2-d]pyrimidine-7-carbonitrile  ",CC#CCn1c(N2CCCNCC2)c(C#N)c3N=CN(Cc4ncc5ccccc5n4)C(=O)c13,"InChI=1S/C25H24N8O/c1-2-3-12-33-23-22(19(14-26)24(33)31-11-6-9-27-10-13-31)29-17-32(25(23)34)16-21-28-15-18-7-4-5-8-20(18)30-21/h4-5,7-8,15,17,27H,6,9-13,16H2,1H3",AXXAQAKCIIGJEY-UHFFFAOYSA-N,?,CHEMBL1951440,"",CC#CCN1C2C(=O)N(CC3N=CC4=CC=CC=C4N=3)C=NC=2C(C#N)=C1N1CCCNCC1,"InChI=1S/C25H24N8O/c1-2-3-12-33-23-22(19(14-26)24(33)31-11-6-9-27-10-13-31)29-17-32(25(23)34)16-21-28-15-18-7-4-5-8-20(18)30-21/h4-57-8151727H69-1316H21H3",AXXAQAKCIIGJEY-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2275,CHEMBL516771,44581363,"1-(4-methoxyphenyl)-6-[4-[1-(methylaminomethyl)cyclopropyl]phenyl]-7-oxo-4,5-dihydropyrazolo[3,4-c]pyridine-3-carbonitrile  ",CNCC1(CC1)c2ccc(cc2)N3CCc4c(nn(c5ccc(OC)cc5)c4C3=O)C#N,"InChI=1S/C25H25N5O2/c1-27-16-25(12-13-25)17-3-5-18(6-4-17)29-14-11-21-22(15-26)28-30(23(21)24(29)31)19-7-9-20(32-2)10-8-19/h3-10,27H,11-14,16H2,1-2H3",BDUIPRZETCZQER-UHFFFAOYSA-N,?,CHEMBL516771,"",CNCC1(CC1)C1C=CC(=CC=1)N1CCC2C(C#N)=NN(C=2C1=O)C1C=CC(=CC=1)OC,"InChI=1S/C25H25N5O2/c1-27-16-25(12-13-25)17-3-5-18(6-4-17)29-14-11-21-22(15-26)28-30(23(21)24(29)31)19-7-9-20(32-2)10-8-19/h3-1027H11-1416H21-2H3",BDUIPRZETCZQER-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2262,CHEMBL3338129,71470142,"2-[3-[[2-(benzenesulfonyl)phenyl]methyl]-2-methyl-4-oxo-5-(1,1,1-trifluoropropan-2-yl)-6,7-dihydropyrrolo[3,2-c]pyridin-1-yl]acetic acid ",CC(N1CCc2c(C1=O)c(Cc3ccccc3S(=O)(=O)c4ccccc4)c(C)n2CC(=O)O)C(F)(F)F,"InChI=1S/C26H25F3N2O5S/c1-16-20(14-18-8-6-7-11-22(18)37(35,36)19-9-4-3-5-10-19)24-21(31(16)15-23(32)33)12-13-30(25(24)34)17(2)26(27,28)29/h3-11,17H,12-15H2,1-2H3,(H,32,33)",CLVQABDKMKSHTQ-UHFFFAOYSA-N,?,CHEMBL3338129,"",CC1=C(CC2=CC=CC=C2S(=O)(=O)C2C=CC=CC=2)C2C(=O)N(CCC=2N1CC(O)=O)C(C)C(F)(F)F,"InChI=1S/C26H25F3N2O5S/c1-16-20(14-18-8-6-7-11-22(18)37(3536)19-9-4-3-5-10-19)24-21(31(16)15-23(32)33)12-13-30(25(24)34)17(2)26(2728)29/h3-1117H12-15H21-2H3(H3233)",CLVQABDKMKSHTQ-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2247,CHEMBL2338489,71061793,"4-[(6,7-dimethoxy-3,4-dihydro-1H-isoquinolin-2-yl)methyl]-2-(6-methoxynaphthalen-2-yl)-1,3-thiazole  ",COc1ccc2cc(ccc2c1)c3nc(CN4CCc5cc(OC)c(OC)cc5C4)cs3,"InChI=1S/C26H26N2O3S/c1-29-23-7-6-17-10-20(5-4-18(17)11-23)26-27-22(16-32-26)15-28-9-8-19-12-24(30-2)25(31-3)13-21(19)14-28/h4-7,10-13,16H,8-9,14-15H2,1-3H3",OGLKJXIUGJVUHN-UHFFFAOYSA-N,?,CHEMBL2338489,"",COC1C=C2C=CC(=CC2=CC=1)C1=NC(CN2CC3=CC(OC)=C(C=C3CC2)OC)=CS1,"InChI=1S/C26H26N2O3S/c1-29-23-7-6-17-10-20(5-4-18(17)11-23)26-27-22(16-32-26)15-28-9-8-19-12-24(30-2)25(31-3)13-21(19)14-28/h4-710-1316H8-914-15H21-3H3",OGLKJXIUGJVUHN-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2250,CHEMBL2391803,10032207,"[5-chloro-2-[(2S)-3-(5-chlorospiro[3H-1-benzofuran-2,4'-piperidine]-1'-yl)-2-hydroxypropoxy]-4-hydroxyphenyl]-[(3S)-3-hydroxypyrrolidin-1-yl]methanone  ",O[C@H](COc1cc(O)c(Cl)cc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,"InChI=1S/C26H30Cl2N2O6/c27-17-1-2-23-16(9-17)12-26(36-23)4-7-29(8-5-26)13-19(32)15-35-24-11-22(33)21(28)10-20(24)25(34)30-6-3-18(31)14-30/h1-2,9-11,18-19,31-33H,3-8,12-15H2/t18-,19-/m0/s1",XWVFBOZRYAJUFX-OALUTQOASA-N,?,CHEMBL2391803,"",OC1C=C(OCC(O)CN2CCC3(CC4=CC(Cl)=CC=C4O3)CC2)C(=CC=1Cl)C(=O)N1CC(O)CC1,"InChI=1S/C26H30Cl2N2O6/c27-17-1-2-23-16(9-17)12-26(36-23)4-7-29(8-5-26)13-19(32)15-35-24-11-22(33)21(28)10-20(24)25(34)30-6-3-18(31)14-30/h1-29-1118-1931-33H3-812-15H2",XWVFBOZRYAJUFX-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2276,CHEMBL561377,45269063,"10-[[1-[3-[(1,3-dimethyl-2,6-dioxopyrimidin-4-yl)-methylamino]propyl]piperidin-4-yl]methyl]phenothiazine-2-carboxylic acid ",CN(CCCN1CCC(CN2c3ccccc3Sc4ccc(cc24)C(=O)O)CC1)C5=CC(=O)N(C)C(=O)N5C,"InChI=1S/C29H35N5O4S/c1-30(26-18-27(35)32(3)29(38)31(26)2)13-6-14-33-15-11-20(12-16-33)19-34-22-7-4-5-8-24(22)39-25-10-9-21(28(36)37)17-23(25)34/h4-5,7-10,17-18,20H,6,11-16,19H2,1-3H3,(H,36,37)",MMKZIPYPZZNRTO-UHFFFAOYSA-N,?,CHEMBL561377,"",CN(CCCN1CCC(CN2C3=CC(=CC=C3SC3=CC=CC=C23)C(O)=O)CC1)C1=CC(=O)N(C)C(=O)N1C,"InChI=1S/C29H35N5O4S/c1-30(26-18-27(35)32(3)29(38)31(26)2)13-6-14-33-15-11-20(12-16-33)19-34-22-7-4-5-8-24(22)39-25-10-9-21(28(36)37)17-23(25)34/h4-57-1017-1820H611-1619H21-3H3(H3637)",MMKZIPYPZZNRTO-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2268,CHEMBL393970,17758540,"4-[[[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydro-2H-quinolin-3-yl]-pyridin-2-ylsulfonylamino]methyl]-N-ethylpiperidine-1-carboxamide  ",CCNC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,"InChI=1S/C29H36N8O3S/c1-3-32-29(38)35-12-9-22(10-13-35)18-37(41(39,40)28-6-4-5-11-33-28)25-15-24-14-23(16-30)7-8-27(24)36(19-25)20-26-17-31-21-34(26)2/h4-8,11,14,17,21-22,25H,3,9-10,12-13,15,18-20H2,1-2H3,(H,32,38)",FHMZYMRSEITQTO-UHFFFAOYSA-N,?,CHEMBL393970,"",CN1C=NC=C1CN1CC(CC2=CC(=CC=C12)C#N)N(CC1CCN(CC1)C(=O)NCC)S(=O)(=O)C1=CC=CC=N1,"InChI=1S/C29H36N8O3S/c1-3-32-29(38)35-12-9-22(10-13-35)18-37(41(3940)28-6-4-5-11-33-28)25-15-24-14-23(16-30)7-8-27(24)36(19-25)20-26-17-31-21-34(26)2/h4-811141721-2225H39-1012-131518-20H21-2H3(H3238)",FHMZYMRSEITQTO-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
Caco-2245,CHEMBL232484,17758541,"4-[[[6-cyano-1-[(3-methylimidazol-4-yl)methyl]-3,4-dihydro-2H-quinolin-3-yl]-pyridin-2-ylsulfonylamino]methyl]-N,N-dimethylpiperidine-1-carboxamide  ",CN(C)C(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,"InChI=1S/C29H36N8O3S/c1-33(2)29(38)35-12-9-22(10-13-35)18-37(41(39,40)28-6-4-5-11-32-28)25-15-24-14-23(16-30)7-8-27(24)36(19-25)20-26-17-31-21-34(26)3/h4-8,11,14,17,21-22,25H,9-10,12-13,15,18-20H2,1-3H3",BJRVIVQYGUKETA-UHFFFAOYSA-N,?,CHEMBL232484,"",CN(C)C(=O)N1CCC(CN(C2CC3=CC(=CC=C3N(CC3=CN=CN3C)C2)C#N)S(=O)(=O)C2=CC=CC=N2)CC1,"InChI=1S/C29H36N8O3S/c1-33(2)29(38)35-12-9-22(10-13-35)18-37(41(3940)28-6-4-5-11-32-28)25-15-24-14-23(16-30)7-8-27(24)36(19-25)20-26-17-31-21-34(26)3/h4-811141721-2225H9-1012-131518-20H21-3H3",BJRVIVQYGUKETA-UHFFFAOYSA-N,<undefined>,0,Low,-6.2218487496,2,CHEMBL,1,1
